"REF_DATE","GEO","DGUID","Standard Classification of Goods (SCG)","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1959-10","Canada","","Oxygen, gas and liquid in cylinders or by delivery","Tonnes","288","thousands","3","v39261","1.35","3673","","","t","0"
"1959-10","Canada","","Sodium hydroxide (caustic soda), as 100% NaOH","Tonnes","288","units ","0","v39263","1.11","27855","","","","0"
"1959-11","Canada","","Acetylene in cylinders or for delivery by pipeline","Tonnes","288","thousands","3","v39232","1.31","465","","","t","0"
"1959-11","Canada","","Hydrochloric (muriatic) acid, 100%","Tonnes","288","units ","0","v39269","1.1","1741","","","","0"
"1959-11","Canada","","Sulphuric acid, all grades, including oleum, as 100%","Tonnes","288","units ","0","v39273","1.2","120032","","","","0"
"1959-11","Canada","","Ammonia, anhydrous, 100%","Tonnes","288","units ","0","v39284","1.3","30263","","","","0"
"1959-11","Canada","","Ammonium sulphate","Tonnes","288","units ","0","v39291","1.33","23683","","","t","0"
"1959-11","Canada","","Chlorine","Tonnes","288","units ","0","v39233","1.7","24171","","","","0"
"1959-11","Canada","","Fertilizers, mixed","Tonnes","288","units ","0","v39248","1.34","70374","","","t","0"
"1959-11","Canada","","Formaldehyde, 100% solids basis","Tonnes","288","units ","0","v39251","1.9","2485","","","","0"
"1959-11","Canada","","Oxygen, gas and liquid in cylinders or by delivery","Tonnes","288","thousands","3","v39261","1.35","3554","","","t","0"
"1959-11","Canada","","Sodium hydroxide (caustic soda), as 100% NaOH","Tonnes","288","units ","0","v39263","1.11","28335","","","","0"
"1959-12","Canada","","Acetylene in cylinders or for delivery by pipeline","Tonnes","288","thousands","3","v39232","1.31","445","","","t","0"
"1959-12","Canada","","Hydrochloric (muriatic) acid, 100%","Tonnes","288","units ","0","v39269","1.1","1704","","","","0"
"1959-12","Canada","","Sulphuric acid, all grades, including oleum, as 100%","Tonnes","288","units ","0","v39273","1.2","127388","","","","0"
"1959-12","Canada","","Ammonia, anhydrous, 100%","Tonnes","288","units ","0","v39284","1.3","32375","","","","0"
"1959-12","Canada","","Ammonium sulphate","Tonnes","288","units ","0","v39291","1.33","24807","","","t","0"
"1959-12","Canada","","Chlorine","Tonnes","288","units ","0","v39233","1.7","23198","","","","0"
"1959-12","Canada","","Fertilizers, mixed","Tonnes","288","units ","0","v39248","1.34","71099","","","t","0"
"1959-12","Canada","","Formaldehyde, 100% solids basis","Tonnes","288","units ","0","v39251","1.9","2505","","","","0"
"1959-12","Canada","","Oxygen, gas and liquid in cylinders or by delivery","Tonnes","288","thousands","3","v39261","1.35","3831","","","t","0"
"1959-12","Canada","","Sodium hydroxide (caustic soda), as 100% NaOH","Tonnes","288","units ","0","v39263","1.11","27754","","","","0"
"1960-01","Canada","","Acetylene in cylinders or for delivery by pipeline","Tonnes","288","thousands","3","v39232","1.31","414","","","t","0"
"1960-01","Canada","","Hydrochloric (muriatic) acid, 100%","Tonnes","288","units ","0","v39269","1.1","1798","","","","0"
"1960-01","Canada","","Sulphuric acid, all grades, including oleum, as 100%","Tonnes","288","units ","0","v39273","1.2","139343","","","","0"
"1960-01","Canada","","Ammonia, anhydrous, 100%","Tonnes","288","units ","0","v39284","1.3","33245","","","","0"
"1960-01","Canada","","Ammonium sulphate","Tonnes","288","units ","0","v39291","1.33","23971","","","t","0"
"1960-01","Canada","","Chlorine","Tonnes","288","units ","0","v39233","1.7","23005","","","","0"
"1960-01","Canada","","Fertilizers, mixed","Tonnes","288","units ","0","v39248","1.34","78215","","","t","0"
"1960-01","Canada","","Formaldehyde, 100% solids basis","Tonnes","288","units ","0","v39251","1.9","2139","","","","0"
"1960-01","Canada","","Oxygen, gas and liquid in cylinders or by delivery","Tonnes","288","thousands","3","v39261","1.35","4361","","","t","0"
"1960-01","Canada","","Sodium hydroxide (caustic soda), as 100% NaOH","Tonnes","288","units ","0","v39263","1.11","27696","","","","0"
"1960-01","Canada","","Polystyrene and acrylonitrile-butadiene-styrene (abs)","Tonnes","288","units ","0","v39267","1.15","1728","","","","0"
"1960-02","Canada","","Acetylene in cylinders or for delivery by pipeline","Tonnes","288","thousands","3","v39232","1.31","438","","","t","0"
"1960-02","Canada","","Hydrochloric (muriatic) acid, 100%","Tonnes","288","units ","0","v39269","1.1","1493","","","","0"
"1960-02","Canada","","Sulphuric acid, all grades, including oleum, as 100%","Tonnes","288","units ","0","v39273","1.2","148959","","","","0"
"1960-02","Canada","","Ammonia, anhydrous, 100%","Tonnes","288","units ","0","v39284","1.3","29270","","","","0"
"1960-02","Canada","","Ammonium sulphate","Tonnes","288","units ","0","v39291","1.33","23824","","","t","0"
"1960-02","Canada","","Chlorine","Tonnes","288","units ","0","v39233","1.7","22641","","","","0"
"1960-02","Canada","","Fertilizers, mixed","Tonnes","288","units ","0","v39248","1.34","81090","","","t","0"
"1960-02","Canada","","Formaldehyde, 100% solids basis","Tonnes","288","units ","0","v39251","1.9","2139","","","","0"
"1960-02","Canada","","Oxygen, gas and liquid in cylinders or by delivery","Tonnes","288","thousands","3","v39261","1.35","4308","","","t","0"
"1960-02","Canada","","Sodium hydroxide (caustic soda), as 100% NaOH","Tonnes","288","units ","0","v39263","1.11","26442","","","","0"
"1960-02","Canada","","Polystyrene and acrylonitrile-butadiene-styrene (abs)","Tonnes","288","units ","0","v39267","1.15","1999","","","","0"
"1960-03","Canada","","Acetylene in cylinders or for delivery by pipeline","Tonnes","288","thousands","3","v39232","1.31","487","","","t","0"
"1960-03","Canada","","Hydrochloric (muriatic) acid, 100%","Tonnes","288","units ","0","v39269","1.1","1684","","","","0"
"1960-03","Canada","","Sulphuric acid, all grades, including oleum, as 100%","Tonnes","288","units ","0","v39273","1.2","145611","","","","0"
"1960-03","Canada","","Ammonia, anhydrous, 100%","Tonnes","288","units ","0","v39284","1.3","37221","","","","0"
"1960-03","Canada","","Ammonium sulphate","Tonnes","288","units ","0","v39291","1.33","24920","","","t","0"
"1960-03","Canada","","Chlorine","Tonnes","288","units ","0","v39233","1.7","24877","","","","0"
"1960-03","Canada","","Fertilizers, mixed","Tonnes","288","units ","0","v39248","1.34","100197","","","t","0"
"1960-03","Canada","","Formaldehyde, 100% solids basis","Tonnes","288","units ","0","v39251","1.9","2355","","","","0"
"1960-03","Canada","","Oxygen, gas and liquid in cylinders or by delivery","Tonnes","288","thousands","3","v39261","1.35","4770","","","t","0"
"1960-03","Canada","","Sodium hydroxide (caustic soda), as 100% NaOH","Tonnes","288","units ","0","v39263","1.11","29595","","","","0"
"1960-03","Canada","","Polystyrene and acrylonitrile-butadiene-styrene (abs)","Tonnes","288","units ","0","v39267","1.15","2527","","","","0"
"1960-04","Canada","","Acetylene in cylinders or for delivery by pipeline","Tonnes","288","thousands","3","v39232","1.31","425","","","t","0"
"1960-04","Canada","","Hydrochloric (muriatic) acid, 100%","Tonnes","288","units ","0","v39269","1.1","2032","","","","0"
"1960-04","Canada","","Sulphuric acid, all grades, including oleum, as 100%","Tonnes","288","units ","0","v39273","1.2","129025","","","","0"
"1960-04","Canada","","Ammonia, anhydrous, 100%","Tonnes","288","units ","0","v39284","1.3","37352","","","","0"
"1960-04","Canada","","Ammonium sulphate","Tonnes","288","units ","0","v39291","1.33","20645","","","t","0"
"1960-04","Canada","","Chlorine","Tonnes","288","units ","0","v39233","1.7","24043","","","","0"
"1960-04","Canada","","Fertilizers, mixed","Tonnes","288","units ","0","v39248","1.34","73566","","","t","0"
"1960-04","Canada","","Formaldehyde, 100% solids basis","Tonnes","288","units ","0","v39251","1.9","1788","","","","0"
"1960-04","Canada","","Oxygen, gas and liquid in cylinders or by delivery","Tonnes","288","thousands","3","v39261","1.35","4364","","","t","0"
"1960-04","Canada","","Sodium hydroxide (caustic soda), as 100% NaOH","Tonnes","288","units ","0","v39263","1.11","28149","","","","0"
"1960-04","Canada","","Polystyrene and acrylonitrile-butadiene-styrene (abs)","Tonnes","288","units ","0","v39267","1.15","2326","","","","0"
"1960-05","Canada","","Acetylene in cylinders or for delivery by pipeline","Tonnes","288","thousands","3","v39232","1.31","452","","","t","0"
"1960-05","Canada","","Hydrochloric (muriatic) acid, 100%","Tonnes","288","units ","0","v39269","1.1","1882","","","","0"
"1960-05","Canada","","Sulphuric acid, all grades, including oleum, as 100%","Tonnes","288","units ","0","v39273","1.2","135664","","","","0"
"1960-05","Canada","","Ammonia, anhydrous, 100%","Tonnes","288","units ","0","v39284","1.3","39012","","","","0"
"1960-05","Canada","","Ammonium sulphate","Tonnes","288","units ","0","v39291","1.33","25363","","","t","0"
"1960-05","Canada","","Chlorine","Tonnes","288","units ","0","v39233","1.7","24197","","","","0"
"1960-05","Canada","","Fertilizers, mixed","Tonnes","288","units ","0","v39248","1.34","78323","","","t","0"
"1960-05","Canada","","Formaldehyde, 100% solids basis","Tonnes","288","units ","0","v39251","1.9","2317","","","","0"
"1960-05","Canada","","Oxygen, gas and liquid in cylinders or by delivery","Tonnes","288","thousands","3","v39261","1.35","3993","","","t","0"
"1960-05","Canada","","Sodium hydroxide (caustic soda), as 100% NaOH","Tonnes","288","units ","0","v39263","1.11","28108","","","","0"
"1960-05","Canada","","Polystyrene and acrylonitrile-butadiene-styrene (abs)","Tonnes","288","units ","0","v39267","1.15","2388","","","","0"
"1960-06","Canada","","Acetylene in cylinders or for delivery by pipeline","Tonnes","288","thousands","3","v39232","1.31","451","","","t","0"
"1960-06","Canada","","Hydrochloric (muriatic) acid, 100%","Tonnes","288","units ","0","v39269","1.1","1876","","","","0"
"1960-06","Canada","","Sulphuric acid, all grades, including oleum, as 100%","Tonnes","288","units ","0","v39273","1.2","116014","","","","0"
"1960-06","Canada","","Ammonia, anhydrous, 100%","Tonnes","288","units ","0","v39284","1.3","31976","","","","0"
"1960-06","Canada","","Ammonium sulphate","Tonnes","288","units ","0","v39291","1.33","24297","","","t","0"
"1960-06","Canada","","Chlorine","Tonnes","288","units ","0","v39233","1.7","24684","","","","0"
"1960-06","Canada","","Fertilizers, mixed","Tonnes","288","units ","0","v39248","1.34","29792","","","t","0"
"1960-06","Canada","","Formaldehyde, 100% solids basis","Tonnes","288","units ","0","v39251","1.9","2424","","","","0"
"1960-06","Canada","","Oxygen, gas and liquid in cylinders or by delivery","Tonnes","288","thousands","3","v39261","1.35","3920","","","t","0"
"1960-06","Canada","","Sodium hydroxide (caustic soda), as 100% NaOH","Tonnes","288","units ","0","v39263","1.11","28031","","","","0"
"1960-06","Canada","","Polystyrene and acrylonitrile-butadiene-styrene (abs)","Tonnes","288","units ","0","v39267","1.15","2308","","","","0"
"1960-07","Canada","","Acetylene in cylinders or for delivery by pipeline","Tonnes","288","thousands","3","v39232","1.31","376","","","t","0"
"1960-07","Canada","","Hydrochloric (muriatic) acid, 100%","Tonnes","288","units ","0","v39269","1.1","1839","","","","0"
"1960-07","Canada","","Sulphuric acid, all grades, including oleum, as 100%","Tonnes","288","units ","0","v39273","1.2","118958","","","","0"
"1960-07","Canada","","Ammonia, anhydrous, 100%","Tonnes","288","units ","0","v39284","1.3","34351","","","","0"
"1960-07","Canada","","Ammonium sulphate","Tonnes","288","units ","0","v39291","1.33","20489","","","t","0"
"1960-07","Canada","","Chlorine","Tonnes","288","units ","0","v39233","1.7","23254","","","","0"
"1960-07","Canada","","Fertilizers, mixed","Tonnes","288","units ","0","v39248","1.34","10339","","","t","0"
"1960-07","Canada","","Formaldehyde, 100% solids basis","Tonnes","288","units ","0","v39251","1.9","2099","","","","0"
"1960-07","Canada","","Oxygen, gas and liquid in cylinders or by delivery","Tonnes","288","thousands","3","v39261","1.35","3524","","","t","0"
"1960-07","Canada","","Sodium hydroxide (caustic soda), as 100% NaOH","Tonnes","288","units ","0","v39263","1.11","27211","","","","0"
"1960-07","Canada","","Polystyrene and acrylonitrile-butadiene-styrene (abs)","Tonnes","288","units ","0","v39267","1.15","2066","","","","0"
"1960-08","Canada","","Acetylene in cylinders or for delivery by pipeline","Tonnes","288","thousands","3","v39232","1.31","431","","","t","0"
"1960-08","Canada","","Hydrochloric (muriatic) acid, 100%","Tonnes","288","units ","0","v39269","1.1","1794","","","","0"
"1960-08","Canada","","Sulphuric acid, all grades, including oleum, as 100%","Tonnes","288","units ","0","v39273","1.2","102884","","","","0"
"1960-08","Canada","","Ammonia, anhydrous, 100%","Tonnes","288","units ","0","v39284","1.3","34355","","","","0"
"1960-08","Canada","","Ammonium sulphate","Tonnes","288","units ","0","v39291","1.33","27234","","","t","0"
"1960-08","Canada","","Chlorine","Tonnes","288","units ","0","v39233","1.7","22983","","","","0"
"1960-08","Canada","","Fertilizers, mixed","Tonnes","288","units ","0","v39248","1.34","32615","","","t","0"
"1960-08","Canada","","Formaldehyde, 100% solids basis","Tonnes","288","units ","0","v39251","1.9","2430","","","","0"
"1960-08","Canada","","Oxygen, gas and liquid in cylinders or by delivery","Tonnes","288","thousands","3","v39261","1.35","3766","","","t","0"
"1960-08","Canada","","Sodium hydroxide (caustic soda), as 100% NaOH","Tonnes","288","units ","0","v39263","1.11","27037","","","","0"
"1960-08","Canada","","Polystyrene and acrylonitrile-butadiene-styrene (abs)","Tonnes","288","units ","0","v39267","1.15","2384","","","","0"
"1960-09","Canada","","Acetylene in cylinders or for delivery by pipeline","Tonnes","288","thousands","3","v39232","1.31","438","","","t","0"
"1960-09","Canada","","Hydrochloric (muriatic) acid, 100%","Tonnes","288","units ","0","v39269","1.1","1657","","","","0"
"1960-09","Canada","","Sulphuric acid, all grades, including oleum, as 100%","Tonnes","288","units ","0","v39273","1.2","117274","","","","0"
"1960-09","Canada","","Ammonia, anhydrous, 100%","Tonnes","288","units ","0","v39284","1.3","35309","","","","0"
"1960-09","Canada","","Ammonium sulphate","Tonnes","288","units ","0","v39291","1.33","24636","","","t","0"
"1960-09","Canada","","Chlorine","Tonnes","288","units ","0","v39233","1.7","23150","","","","0"
"1960-09","Canada","","Fertilizers, mixed","Tonnes","288","units ","0","v39248","1.34","57772","","","t","0"
"1960-09","Canada","","Formaldehyde, 100% solids basis","Tonnes","288","units ","0","v39251","1.9","2474","","","","0"
"1960-09","Canada","","Oxygen, gas and liquid in cylinders or by delivery","Tonnes","288","thousands","3","v39261","1.35","3865","","","t","0"
"1960-09","Canada","","Sodium hydroxide (caustic soda), as 100% NaOH","Tonnes","288","units ","0","v39263","1.11","27059","","","","0"
"1960-09","Canada","","Polystyrene and acrylonitrile-butadiene-styrene (abs)","Tonnes","288","units ","0","v39267","1.15","1772","","","","0"
"1960-10","Canada","","Acetylene in cylinders or for delivery by pipeline","Tonnes","288","thousands","3","v39232","1.31","448","","","t","0"
"1960-10","Canada","","Hydrochloric (muriatic) acid, 100%","Tonnes","288","units ","0","v39269","1.1","1951","","","","0"
"1960-10","Canada","","Sulphuric acid, all grades, including oleum, as 100%","Tonnes","288","units ","0","v39273","1.2","121727","","","","0"
"1960-10","Canada","","Ammonia, anhydrous, 100%","Tonnes","288","units ","0","v39284","1.3","38417","","","","0"
"1960-10","Canada","","Ammonium sulphate","Tonnes","288","units ","0","v39291","1.33","22648","","","t","0"
"1960-10","Canada","","Chlorine","Tonnes","288","units ","0","v39233","1.7","26505","","","","0"
"1960-10","Canada","","Fertilizers, mixed","Tonnes","288","units ","0","v39248","1.34","68075","","","t","0"
"1960-10","Canada","","Formaldehyde, 100% solids basis","Tonnes","288","units ","0","v39251","1.9","2244","","","","0"
"1960-10","Canada","","Oxygen, gas and liquid in cylinders or by delivery","Tonnes","288","thousands","3","v39261","1.35","3843","","","t","0"
"1960-10","Canada","","Sodium hydroxide (caustic soda), as 100% NaOH","Tonnes","288","units ","0","v39263","1.11","31190","","","","0"
"1960-10","Canada","","Polystyrene and acrylonitrile-butadiene-styrene (abs)","Tonnes","288","units ","0","v39267","1.15","1857","","","","0"
"1960-11","Canada","","Acetylene in cylinders or for delivery by pipeline","Tonnes","288","thousands","3","v39232","1.31","473","","","t","0"
"1960-11","Canada","","Hydrochloric (muriatic) acid, 100%","Tonnes","288","units ","0","v39269","1.1","1818","","","","0"
"1960-11","Canada","","Sulphuric acid, all grades, including oleum, as 100%","Tonnes","288","units ","0","v39273","1.2","122775","","","","0"
"1960-11","Canada","","Ammonia, anhydrous, 100%","Tonnes","288","units ","0","v39284","1.3","29992","","","","0"
"1960-11","Canada","","Ammonium sulphate","Tonnes","288","units ","0","v39291","1.33","11298","","","t","0"
"1960-11","Canada","","Chlorine","Tonnes","288","units ","0","v39233","1.7","27252","","","","0"
"1960-11","Canada","","Fertilizers, mixed","Tonnes","288","units ","0","v39248","1.34","69818","","","t","0"
"1960-11","Canada","","Formaldehyde, 100% solids basis","Tonnes","288","units ","0","v39251","1.9","1753","","","","0"
"1960-11","Canada","","Oxygen, gas and liquid in cylinders or by delivery","Tonnes","288","thousands","3","v39261","1.35","4469","","","t","0"
"1960-11","Canada","","Sodium hydroxide (caustic soda), as 100% NaOH","Tonnes","288","units ","0","v39263","1.11","31810","","","","0"
"1960-11","Canada","","Polystyrene and acrylonitrile-butadiene-styrene (abs)","Tonnes","288","units ","0","v39267","1.15","2258","","","","0"
"1960-12","Canada","","Acetylene in cylinders or for delivery by pipeline","Tonnes","288","thousands","3","v39232","1.31","428","","","t","0"
"1960-12","Canada","","Hydrochloric (muriatic) acid, 100%","Tonnes","288","units ","0","v39269","1.1","1740","","","","0"
