"Year","Commodity","Unit","Value"
"1978","Skim milk","Litres per person, per year","2.59"
"1978","Chocolate and other flavoured milk","Litres per person, per year","2.57"
"1978","Cereal cream 10%","Litres per person, per year","1.73"
"1978","Table cream 18%","Litres per person, per year","0.18"
"1978","Whipping cream 32% or 35%","Litres per person, per year","0.39"
"1978","Sour cream","Litres per person, per year","0.25"
"1978","Yogurt","Litres per person, per year","1.16"
"1978","Chicken, boneless weight","Kilograms per person, per year","5.93"
"1978","Stewing hen, boneless weight","Kilograms per person, per year","0.46"
"1978","Chicken and stewing hen total, boneless weight","Kilograms per person, per year","6.39"
"1978","Turkey, boneless weight","Kilograms per person, per year","2.03"
"1978","Eggs","Kilograms per person, per year","9.68"
"1978","Pork, boneless weight","Kilograms per person, per year","10.71"
"1978","Beef, boneless weight","Kilograms per person, per year","19.83"
"1978","Veal, boneless weight","Kilograms per person, per year","0.75"
"1978","Beef and veal total, boneless weight","Kilograms per person, per year","20.57"
"1978","Mutton and lamb, boneless weight","Kilograms per person, per year","0.33"
"1978","Offal, boneless weight","Kilograms per person, per year","1.05"
"1978","Butter","Kilograms per person, per year","3.54"
"1978","Margarine","Kilograms per person, per year","4.60"
"1978","Salad oils","Kilograms per person, per year","2.63"
"1978","Shortening and shortening oils","Kilograms per person, per year","4.92"
"1978","Apples fresh","Kilograms per person, per year","6.83"
"1978","Apples canned","Kilograms per person, per year","0.08"
"1978","Apples dried","Kilograms per person, per year","0.02"
"1978","Apples frozen","Kilograms per person, per year","0.12"
"1978","Apple juice","Litres per person, per year","4.72"
"1978","Apple pie filling","Kilograms per person, per year","0.24"
"1978","Apple sauce","Kilograms per person, per year","0.50"
"1978","Apricots fresh","Kilograms per person, per year","0.05"
"1978","Apricots canned","Kilograms per person, per year","0.11"
"1978","Avocados fresh","Kilograms per person, per year","0.09"
"1978","Bananas fresh","Kilograms per person, per year","4.51"
"1978","Other fresh berries","Kilograms per person, per year","0.04"
"1978","Blueberries fresh","Kilograms per person, per year","0.10"
"1978","Blueberries canned","Kilograms per person, per year","0.02"
"1978","Blueberries frozen","Kilograms per person, per year","0.01"
"1978","Cherries fresh","Kilograms per person, per year","0.28"
"1978","Cherries frozen","Kilograms per person, per year","0.16"
"1978","Coconut fresh","Kilograms per person, per year","0.22"
"1978","Cranberries fresh","Kilograms per person, per year","0.26"
"1978","Dates fresh","Kilograms per person, per year","1.65"
"1978","Figs fresh","Kilograms per person, per year","0.27"
"1978","Grapes fresh","Kilograms per person, per year","3.17"
"1978","Grape juice","Litres per person, per year","0.47"
"1978","Melons, musk and cantaloups fresh","Kilograms per person, per year","0.44"
"1978","Other fresh melons","Kilograms per person, per year","0.04"
"1978","Watermelons fresh","Kilograms per person, per year","1.07"
"1978","Wintermelons fresh","Kilograms per person, per year","0.12"
"1978","Melons total fresh","Kilograms per person, per year","1.67"
"1978","Nectarines fresh","Kilograms per person, per year","0.30"
"1978","Peaches fresh","Kilograms per person, per year","0.91"
"1978","Peaches canned","Kilograms per person, per year","1.16"
"1978","Pears fresh","Kilograms per person, per year","1.13"
"1978","Pears canned","Kilograms per person, per year","0.62"
"1978","Pineapples fresh","Kilograms per person, per year","0.16"
"1978","Pineapples canned","Kilograms per person, per year","0.91"
"1978","Pineapple juice","Litres per person, per year","0.43"
"1978","Plums total fresh","Kilograms per person, per year","0.68"
"1978","Raspberries frozen","Kilograms per person, per year","0.15"
"1978","Strawberries fresh","Kilograms per person, per year","0.91"
"1978","Strawberries canned","Kilograms per person, per year","0.03"
"1978","Strawberries frozen","Kilograms per person, per year","0.46"
"1978","Fruits not specified fresh","Kilograms per person, per year","0.19"
"1978","Fruits not specified canned","Kilograms per person, per year",
"1978","Fruits not specified dried","Kilograms per person, per year","1.43"
"1978","Fruits not specified frozen","Kilograms per person, per year","0.04"
"1978","Oranges fresh","Kilograms per person, per year","5.43"
"1978","Orange juice","Litres per person, per year","8.85"
"1978","Lemons fresh","Kilograms per person, per year","0.31"
"1978","Lemon juice","Litres per person, per year","0.13"
"1978","Grapefruits fresh","Kilograms per person, per year","1.34"
"1978","Grapefruit juice","Litres per person, per year","1.14"
"1978","Limes fresh","Kilograms per person, per year","0.03"
"1978","Artichokes fresh","Kilograms per person, per year","0.02"
"1978","Asparagus fresh","Kilograms per person, per year","0.06"
"1978","Asparagus canned","Kilograms per person, per year","0.18"
"1978","Beans green and wax fresh","Kilograms per person, per year","0.34"
"1978","Beans green and wax canned","Kilograms per person, per year","1.33"
"1978","Beans green and wax frozen","Kilograms per person, per year","0.33"
"1978","Beets fresh","Kilograms per person, per year","0.30"
"1978","Beets canned","Kilograms per person, per year","0.30"
"1978","Broccoli fresh","Kilograms per person, per year","0.35"
"1978","Broccoli frozen","Kilograms per person, per year","0.14"
"1978","Brussels sprouts fresh","Kilograms per person, per year","0.03"
"1978","Brussels sprouts frozen","Kilograms per person, per year","0.10"
"1978","Cabbage fresh","Kilograms per person, per year","3.56"
"1978","Carrots fresh","Kilograms per person, per year","4.18"
"1978","Carrots canned","Kilograms per person, per year","0.28"
"1978","Carrots frozen","Kilograms per person, per year","0.45"
"1978","Cauliflower fresh","Kilograms per person, per year","0.41"
"1978","Cauliflower frozen","Kilograms per person, per year","0.04"
"1978","Celery fresh","Kilograms per person, per year","2.32"
"1978","Corn fresh","Kilograms per person, per year","0.52"
"1978","Corn canned","Kilograms per person, per year","1.87"
"1978","Corn frozen","Kilograms per person, per year","0.53"
"1978","Cucumbers fresh","Kilograms per person, per year","1.05"
"1978","Other edible roots fresh","Kilograms per person, per year","0.00"
"1978","Eggplants fresh","Kilograms per person, per year","0.06"
"1978","Garlic fresh","Kilograms per person, per year","0.03"
"1978","Leeks fresh","Kilograms per person, per year","0.01"
"1978","Lettuce fresh","Kilograms per person, per year","5.23"
"1978","Lima beans frozen","Kilograms per person, per year","0.04"
"1978","Mushrooms fresh","Kilograms per person, per year","0.47"
"1978","Mushrooms canned","Kilograms per person, per year","0.88"
"1978","Okra fresh","Kilograms per person, per year","0.01"
"1978","Olives fresh","Kilograms per person, per year","0.01"
"1978","Onions and shallots fresh","Kilograms per person, per year","3.51"
"1978","Parsley fresh","Kilograms per person, per year","0.03"
"1978","Parsnips fresh","Kilograms per person, per year","0.14"
"1978","Peas fresh","Kilograms per person, per year","0.09"
"1978","Peas canned","Kilograms per person, per year","1.46"
"1978","Peas frozen","Kilograms per person, per year","0.94"
"1978","Peppers fresh","Kilograms per person, per year","0.82"
"1978","Potatoes sweet fresh","Kilograms per person, per year","0.17"
"1978","Potatoes white fresh and processed","Kilograms per person, per year","33.63"
"1978","Pumpkins and squash fresh","Kilograms per person, per year","0.08"
"1978","Radishes fresh","Kilograms per person, per year","0.42"
"1978","Rappini fresh","Kilograms per person, per year","0.03"
"1978","Rutabagas and turnips fresh","Kilograms per person, per year","1.11"
"1978","Spinach fresh","Kilograms per person, per year","0.20"
"1978","Spinach frozen","Kilograms per person, per year","0.06"
"1978","Tomatoes fresh","Kilograms per person, per year","4.01"
"1978","Tomatoes canned","Kilograms per person, per year","2.65"
"1978","Tomato juice","Litres per person, per year","3.72"
"1978","Tomatoes, pulp, paste and puree","Kilograms per person, per year","1.17"
"1978","Vegetables not specified fresh","Kilograms per person, per year","0.65"
"1978","Vegetables not specified canned","Kilograms per person, per year","1.03"
"1978","Vegetables not specified frozen","Kilograms per person, per year","0.03"
"1979","Wheat flour","Kilograms per person, per year","51.88"
"1979","Rye flour","Kilograms per person, per year","0.42"
"1979","Oatmeal and rolled oats","Kilograms per person, per year","1.52"
"1979","Pot and pearl barley","Kilograms per person, per year","0.11"
"1979","Corn flour and meal","Kilograms per person, per year","2.20"
"1979","Rice","Kilograms per person, per year","3.05"
"1979","Breakfast food","Kilograms per person, per year","2.94"
"1979","Sugar refined","Kilograms per person, per year","40.08"
"1979","Sugar refined, sugar content","Kilograms per person, per year","40.08"
"1979","Maple sugar","Kilograms per person, per year","0.19"
"1979","Maple sugar, sugar content","Kilograms per person, per year","0.16"
"1979","Honey","Kilograms per person, per year","1.03"
"1979","Honey, sugar content","Kilograms per person, per year","0.80"
"1979","Dry beans","Kilograms per person, per year","0.71"
"1979","Baked and canned beans","Kilograms per person, per year","1.05"
"1979","Dry peas","Kilograms per person, per year","0.50"
"1979","Peanuts","Kilograms per person, per year","2.58"
"1979","Tree nuts","Kilograms per person, per year","1.08"
"1979","Tea","Litres per person, per year","75.36"
"1979","Tea, leaf equivalent","Kilograms per person, per year","0.96"
"1979","Coffee","Litres per person, per year","92.97"
"1979","Coffee, green bean equivalent","Kilograms per person, per year","4.23"
"1979","Cocoa, green bean equivalent","Kilograms per person, per year","1.23"
"1979","Ale, beer, stout and porter, total population","Litres per person, per year","85.16"
"1979","Ale, beer, stout and porter, population 15 years old and over","Litres per person, per year","111.08"
"1979","Distilled spirits, total population","Litres per person, per year","7.88"
"1979","Distilled spirits, population 15 years old and over","Litres per person, per year","10.28"
"1979","Wines, total population","Litres per person, per year","8.25"
"1979","Wines, population 15 years old and over","Litres per person, per year","10.76"
"1979","Soft drinks","Litres per person, per year","67.19"
"1979","Cheddar cheese","Kilograms per person, per year","1.79"
"1979","Cheddar cheese, milk solids","Kilograms per person, per year","1.13"
"1979","Processed cheese","Kilograms per person, per year","2.75"
"1979","Processed cheese, milk solids","Kilograms per person, per year","1.68"
"1979","Variety cheese","Kilograms per person, per year","3.03"
"1979","Variety cheese, milk solids","Kilograms per person, per year","1.51"
"1979","Cottage cheese","Kilograms per person, per year","1.11"
"1979","Cottage cheese, milk solids","Kilograms per person, per year","0.25"
"1979","Powder skim milk","Kilograms per person, per year","2.14"
"1979","Powder skim milk, milk solids","Kilograms per person, per year","2.06"
"1979","Powder buttermilk","Kilograms per person, per year","0.15"
"1979","Powder buttermilk, milk solids","Kilograms per person, per year","0.15"
"1979","Powder whey","Kilograms per person, per year","1.13"
"1979","Powder whey, milk solids","Kilograms per person, per year","1.10"
"1979","Other whole milk products","Kilograms per person, per year","0.50"
"1979","Other whole milk products, milk solids","Kilograms per person, per year","0.49"
"1979","Concentrated whole milk","Litres per person, per year","2.58"
"1979","Concentrated whole milk, milk solids","Kilograms per person, per year","0.71"
"1979","Sweetened concentrated whole milk","Litres per person, per year","0.37"
"1979","Sweetened concentrated whole milk, milk solids","Kilograms per person, per year","0.11"
"1979","Concentrated skim milk","Litres per person, per year","1.22"
"1979","Concentrated skim milk, milk solids","Kilograms per person, per year","0.28"
